id,utility_on_time_ratio,utility_missed_payment_rate,utility_amount_volatility,utility_observation_months,telecom_recharge_regularity,telecom_account_tenure_months,telecom_failed_payment_rate,wallet_inflow_regularity,wallet_outflow_volatility,wallet_balance_stability,wallet_failed_transaction_rate,bill_payment_consistency,simulated_repayment_ratio,simulated_days_late_average,cash_flow_coverage,income_stability,expense_volatility,negative_balance_days,account_age_months,data_completeness,synthetic_audit_group,simulated_repayment_success
synthetic-01631,0.4191,0.0659,0.4338,12,0.4543,48,0.0561,0.529,,,0.0796,0.5504,,,0.5767,0.501,0.3928,3,49,0.8,Synthetic Region Group C,0
synthetic-01632,0.551,0.1423,0.3053,7,0.634,51,0.0548,,0.3125,0.5245,,,0.6474,3,,,,,52,0.65,Synthetic Region Group D,0
synthetic-01633,0.7429,0.0411,0.2321,12,0.7637,67,0.0315,0.7418,0.2397,0.8799,0.0979,0.7604,,,0.7515,0.7588,0.222,0,66,0.9,Synthetic Region Group A,1
synthetic-01634,0.6969,0.0322,0.3986,12,0.6427,54,0.0904,0.6417,0.311,0.7084,0.1,0.639,0.5963,0,0.6992,0.6111,0.2728,0,54,1,Synthetic Region Group B,1
synthetic-01635,0.5366,0.1287,0.2924,12,0.5498,43,0.0707,0.4276,0.4201,0.4531,0.0767,0.5368,0.4855,8,0.5204,0.4754,0.3758,4,43,1,Synthetic Region Group C,0
synthetic-01636,0.5013,0.089,0.4155,7,0.5933,57,0.1177,,0.3388,0.6256,,0.5266,0.5477,4,0.5959,0.6234,0.4051,1,53,0.9,Synthetic Region Group D,1
synthetic-01637,0.8582,0.0572,0.274,12,0.8453,60,0.0286,0.8159,0.2263,0.8998,0.0044,0.8494,0.8329,0,0.8833,0.8086,0.2122,0,62,1,Synthetic Region Group A,1
synthetic-01638,0.6387,0.0854,0.3198,12,0.7213,57,0.0446,,0.2936,0.7289,,0.6176,0.6665,0,0.665,0.6051,0.3359,1,53,0.9,Synthetic Region Group B,1
synthetic-01639,0.5089,0.082,0.3315,12,0.4234,52,0.0807,0.42,0.3971,0.4368,0.1076,0.4292,0.4271,3,0.4718,0.4403,0.3135,2,46,1,Synthetic Region Group C,0
synthetic-01640,,,,,0.5167,47,0.129,,0.2887,0.5302,,0.6285,0.5731,4,0.5772,0.5647,0.3634,2,56,0.7,Synthetic Region Group D,1
synthetic-01641,0.7993,0.0255,0.2836,12,0.879,63,0.0901,0.8824,0.3531,0.878,0.0942,0.7815,0.8874,0,0.8349,0.7614,0.3012,0,69,1,Synthetic Region Group A,1
synthetic-01642,0.6484,0.0637,0.2602,12,0.6243,59,0.0447,0.6716,,,0.1161,0.6285,0.6546,4,0.7312,0.5943,0.2701,0,59,0.9,Synthetic Region Group B,1
synthetic-01643,0.4856,0.06,0.4469,12,0.527,46,0.115,0.4505,0.406,0.5356,0.1274,0.4327,0.5767,3,0.5343,0.5636,0.3375,3,47,1,Synthetic Region Group C,1
synthetic-01644,0.5529,0.129,0.4143,7,0.532,55,0.0658,,0.2863,0.6028,,0.6225,,,0.6009,0.5156,0.3883,4,48,0.8,Synthetic Region Group D,0
synthetic-01645,0.8089,0.0696,0.2507,12,,,,0.848,0.3354,0.7552,0.0252,0.8257,,,0.8144,0.8525,0.2688,0,67,0.75,Synthetic Region Group A,1
synthetic-01646,0.6675,0.069,0.3578,12,0.6885,50,0.1093,0.7007,0.3829,0.613,0.1102,0.7326,0.7074,3,0.6502,0.6805,0.4048,2,57,1,Synthetic Region Group B,1
synthetic-01647,0.5216,0.1266,0.4031,12,0.4768,49,0.1387,,0.3293,0.4901,,0.4291,0.5347,3,0.5216,0.4561,0.3797,6,47,0.9,Synthetic Region Group C,0
synthetic-01648,0.644,0.0657,0.3169,7,0.567,47,0.1198,,0.4313,0.5135,,0.6451,,,0.642,0.5117,0.3503,1,49,0.8,Synthetic Region Group D,1
synthetic-01649,0.8149,0.0111,0.1982,12,,,,0.7957,0.3459,0.8839,0.0095,0.8215,,,0.7397,0.7683,0.2659,0,66,0.75,Synthetic Region Group A,1
synthetic-01650,0.6612,0.1369,0.341,12,,,,0.6086,0.2779,0.7041,0.0547,,0.6841,3,,,,,60,0.6,Synthetic Region Group B,1
synthetic-01651,0.4618,0.1291,0.4149,12,0.5768,47,0.0632,0.4191,,,0.0703,0.4374,0.465,3,0.5676,0.5723,0.3095,3,46,0.9,Synthetic Region Group C,0
synthetic-01652,0.5064,0.1281,0.2683,7,0.6404,55,0.1205,0.5809,0.3862,0.4995,0.0347,,,,,,,,49,0.65,Synthetic Region Group D,0
synthetic-01653,0.8723,0.0877,0.3245,12,0.8416,64,0.049,0.872,0.2767,0.7984,0.0567,0.8158,0.7828,0,0.7832,0.8469,0.3507,0,66,1,Synthetic Region Group A,1
synthetic-01654,0.6865,0.0326,0.2491,12,0.7321,59,0.0494,0.6958,0.3681,0.724,0.0677,0.587,0.6966,1,0.6765,0.6141,0.3322,0,55,1,Synthetic Region Group B,1
synthetic-01655,0.4332,0.1513,0.4424,12,0.4657,42,0.0951,0.4866,0.4493,0.4357,0.08,0.4899,0.5751,3,0.5412,0.4453,0.4277,5,44,1,Synthetic Region Group C,1
synthetic-01656,0.5375,0.0861,0.2814,7,0.5237,56,0.0487,,0.3223,0.564,,0.6444,0.6303,5,0.6187,0.6423,0.3394,2,57,0.9,Synthetic Region Group D,1
synthetic-01657,0.7469,0.0755,0.3136,12,0.8332,61,0.0832,0.8463,0.3496,0.854,0.087,0.7644,0.7412,0,0.8766,0.7612,0.2509,0,68,1,Synthetic Region Group A,1
synthetic-01658,0.7051,0.0576,0.3146,12,,,,0.7402,0.3293,0.6057,0.0519,0.6768,0.6479,2,0.644,0.6251,0.2718,2,52,0.85,Synthetic Region Group B,1
synthetic-01659,0.5651,0.1436,0.4401,12,0.4985,52,0.0918,0.4766,0.3058,0.4879,0.1025,0.4551,0.5384,8,0.5177,0.5671,0.3764,5,47,1,Synthetic Region Group C,0
synthetic-01660,0.5533,0.0787,0.372,7,0.5255,58,0.085,,0.3641,0.524,,0.5565,,,0.6155,0.5387,0.4019,1,55,0.8,Synthetic Region Group D,0
synthetic-01661,0.8955,0.0692,0.1868,12,,,,0.8452,,,0.0025,0.839,0.7547,0,0.7549,0.8233,0.2217,0,63,0.75,Synthetic Region Group A,1
synthetic-01662,0.6622,0.094,0.2542,12,0.6012,55,0.1079,0.581,0.4105,0.6488,0.0376,0.6178,0.6831,3,0.7398,0.6111,0.3714,0,60,1,Synthetic Region Group B,1
synthetic-01663,0.4896,0.0881,0.4425,12,0.4699,48,0.0675,0.4265,0.4476,0.5053,0.039,0.5011,0.5171,5,0.4346,0.469,0.3349,5,47,1,Synthetic Region Group C,0
synthetic-01664,0.5379,0.1136,0.3533,7,0.6526,49,0.1232,,,,,0.551,0.5326,1,0.6311,0.5243,0.4006,2,53,0.8,Synthetic Region Group D,1
synthetic-01665,0.7494,0.0837,0.2529,12,0.7721,64,0.0928,0.7694,0.3168,0.8869,0.0405,0.8182,0.7844,0,0.8093,0.8719,0.2331,0,62,1,Synthetic Region Group A,1
synthetic-01666,0.6375,0.0449,0.2741,12,0.5856,59,0.0511,0.6552,0.4008,0.6652,0.0854,0.7045,0.5992,4,0.6707,0.7049,0.2969,2,54,1,Synthetic Region Group B,1
synthetic-01667,0.5358,0.1512,0.4,12,0.5404,50,0.1147,0.5736,0.3027,0.5375,0.099,0.5301,0.5597,3,0.5762,0.5575,0.4524,2,50,1,Synthetic Region Group C,1
synthetic-01668,0.6028,0.066,0.3153,7,0.5857,49,0.1341,,0.374,0.6254,,0.5882,0.6023,1,0.5095,0.5189,0.3994,3,48,0.9,Synthetic Region Group D,1
synthetic-01669,0.7769,0.1151,0.224,12,0.8828,60,0.0458,0.7908,0.2098,0.8739,0.1023,0.836,0.8471,0,0.7452,0.8491,0.3049,0,68,1,Synthetic Region Group A,1
synthetic-01670,0.7022,0.0728,0.296,12,0.591,51,0.062,0.7375,0.3375,0.7221,0.0529,0.6692,0.7028,3,0.6303,0.6985,0.2955,0,56,1,Synthetic Region Group B,1
synthetic-01671,0.4452,0.1574,0.3738,12,0.5197,47,0.1403,0.5194,0.3442,0.5425,0.132,0.4846,0.5234,4,0.4954,0.4591,0.3057,2,49,1,Synthetic Region Group C,1
synthetic-01672,0.601,0.127,0.3674,7,0.5582,48,0.0538,,,,,0.5389,,,0.5721,0.6394,0.3173,1,48,0.7,Synthetic Region Group D,0
synthetic-01673,0.8793,0.0525,0.23,12,0.8999,65,0.0707,0.8447,0.3121,0.8595,0.0862,0.771,0.7483,0,0.7569,0.7517,0.3342,0,64,1,Synthetic Region Group A,1
synthetic-01674,0.7103,0.0785,0.3114,12,0.632,59,0.0516,0.7026,0.2827,0.6252,0.1082,,0.7107,0,,,,,57,0.75,Synthetic Region Group B,1
synthetic-01675,0.5389,0.1355,0.3769,12,0.4217,45,0.0507,0.4817,0.3683,0.4537,0.0686,0.5022,0.5365,5,0.5231,0.5695,0.4613,5,49,1,Synthetic Region Group C,0
synthetic-01676,,,,,0.5834,47,0.0577,0.6534,0.399,0.5215,0.0269,0.6333,,,0.6257,0.6193,0.4054,4,48,0.7,Synthetic Region Group D,0
synthetic-01677,0.8057,0.0619,0.3142,12,0.7965,68,0.0108,0.8688,0.3113,0.8247,0.0322,0.8511,0.7792,0,0.8165,0.7968,0.2766,0,62,1,Synthetic Region Group A,1
synthetic-01678,0.681,0.0623,0.2447,12,0.6678,61,0.0984,0.594,0.3414,0.6157,0.0221,0.7361,0.6061,2,0.6773,0.6677,0.3433,1,58,1,Synthetic Region Group B,1
synthetic-01679,0.4535,0.1532,0.4411,12,0.5181,42,0.0799,0.5478,0.3097,0.4772,0.0673,0.4705,0.5077,3,0.4528,0.5331,0.3416,3,50,1,Synthetic Region Group C,0
synthetic-01680,,,,,0.6479,54,0.0459,0.6485,0.3495,0.5849,0.0655,0.5712,0.5918,1,0.5832,0.5624,0.3057,3,56,0.8,Synthetic Region Group D,1
synthetic-01681,0.7781,0.0728,0.3323,12,0.7959,58,0.1037,0.7645,0.3555,0.7701,0.0858,0.8378,0.8079,0,0.7827,0.886,0.2604,0,67,1,Synthetic Region Group A,1
synthetic-01682,0.6667,0.0412,0.3725,12,0.5792,51,0.0586,0.5882,0.3858,0.6445,0.0613,0.7045,0.6943,2,0.6052,0.6328,0.3954,1,58,1,Synthetic Region Group B,1
synthetic-01683,0.4342,0.0738,0.4282,12,0.5309,48,0.0626,0.4213,0.3127,0.461,0.0972,0.5567,0.4706,6,0.4825,0.4808,0.3711,4,43,1,Synthetic Region Group C,0
synthetic-01684,0.6103,0.1138,0.2905,7,0.6522,54,0.1186,,0.3692,0.5196,,0.5189,,,0.5484,0.6472,0.2965,4,53,0.8,Synthetic Region Group D,0
synthetic-01685,0.8119,0.055,0.3187,12,,,,0.7651,0.2907,0.8055,0.0755,0.8397,0.8115,1,0.8031,0.8454,0.3225,0,64,0.85,Synthetic Region Group A,1
synthetic-01686,0.7065,0.1185,0.3245,12,,,,0.6497,0.3065,0.5982,0.1126,0.644,0.5864,4,0.6336,0.6282,0.3655,0,58,0.85,Synthetic Region Group B,1
synthetic-01687,0.5754,0.1251,0.3613,12,0.4677,51,0.0854,0.4237,0.354,0.4305,0.1299,0.4265,0.4721,7,0.5149,0.5303,0.4398,5,46,1,Synthetic Region Group C,0
synthetic-01688,0.5312,0.1022,0.3493,7,0.5482,47,0.0718,0.6586,0.3619,0.6449,0.0431,0.5484,0.5109,4,0.6217,0.52,0.3375,4,52,1,Synthetic Region Group D,1
synthetic-01689,0.8129,0.0708,0.3467,12,0.7916,58,0.0593,0.8656,0.2113,0.8001,0,0.8275,0.7958,0,0.7669,0.7392,0.2877,0,63,1,Synthetic Region Group A,1
synthetic-01690,0.7115,0.1067,0.3845,12,0.6671,51,0.0746,0.6931,0.3433,0.6219,0.052,0.625,,,0.7072,0.7315,0.3377,1,60,0.9,Synthetic Region Group B,1
synthetic-01691,0.541,0.0733,0.3157,12,0.4598,44,0.1407,0.5566,0.3025,0.4972,0.0922,0.4889,0.4696,4,0.5135,0.5134,0.3436,5,52,1,Synthetic Region Group C,0
synthetic-01692,0.6099,0.0806,0.388,7,0.6543,49,0.0861,,0.3054,0.6274,,,,,,,,,52,0.55,Synthetic Region Group D,0
synthetic-01693,0.7878,0.0335,0.3367,12,0.8021,68,0.0411,,0.357,0.7397,,0.8229,0.8501,0,0.8404,0.773,0.2588,0,65,0.9,Synthetic Region Group A,1
synthetic-01694,0.615,0.1202,0.2624,12,0.6928,53,0.04,0.6592,0.4087,0.6206,0.0195,0.6404,0.602,1,0.6043,0.603,0.3257,1,56,1,Synthetic Region Group B,1
synthetic-01695,0.4635,0.1351,0.3587,12,0.4804,45,0.0951,0.5401,0.3626,0.5334,0.1203,0.4401,0.525,2,0.5065,0.5754,0.4119,4,52,1,Synthetic Region Group C,1
synthetic-01696,0.5931,0.1209,0.3548,7,0.5938,56,0.0467,,,,,0.5668,,,0.5264,0.5059,0.3438,3,55,0.7,Synthetic Region Group D,0
synthetic-01697,0.8668,0.0228,0.292,12,0.7394,66,0.0835,0.7878,0.3138,0.8721,0.0556,0.872,0.745,1,0.8521,0.8505,0.3416,0,71,1,Synthetic Region Group A,1
synthetic-01698,0.595,0.1286,0.2746,12,0.6111,58,0.0453,0.6133,0.2604,0.6961,0.0151,0.5802,0.6036,4,0.6493,0.6271,0.3664,0,52,1,Synthetic Region Group B,1
synthetic-01699,0.5521,0.085,0.3007,12,0.4725,45,0.1343,0.556,0.4622,0.5319,0.0579,0.5287,0.5252,6,0.4679,0.4357,0.3739,2,46,1,Synthetic Region Group C,1
synthetic-01700,0.6085,0.0595,0.3427,7,0.6471,51,0.0755,,0.3955,0.6231,,0.6437,0.5804,4,0.6448,0.6199,0.3914,1,53,0.9,Synthetic Region Group D,1
synthetic-01701,0.8142,0.054,0.2076,12,0.8011,61,0.0287,0.7452,0.3572,0.8774,0.0367,0.8101,0.7505,0,0.7466,0.7916,0.2529,0,66,1,Synthetic Region Group A,1
synthetic-01702,0.7069,0.132,0.3979,12,0.5876,59,0.1074,0.741,0.3253,0.6075,0.1174,0.6402,0.582,0,0.7225,0.5986,0.3601,0,55,1,Synthetic Region Group B,1
synthetic-01703,0.4524,0.1099,0.404,12,0.5748,52,0.0671,0.4536,0.3846,0.5738,0.0441,0.443,0.43,7,0.4382,0.4724,0.3643,2,43,1,Synthetic Region Group C,0
synthetic-01704,0.6261,0.0646,0.3981,7,0.5988,57,0.0564,0.6545,0.4355,0.5325,0.0572,,,,,,,,55,0.65,Synthetic Region Group D,0
synthetic-01705,0.7601,0.0286,0.188,12,0.8686,62,0.0689,0.7997,0.2295,0.8661,0.0942,0.8736,0.831,1,0.8339,0.7689,0.3192,0,69,1,Synthetic Region Group A,1
synthetic-01706,0.5838,0.0365,0.3993,12,0.7071,55,0.1075,0.6675,0.271,0.6269,0.0457,0.6156,0.7156,3,0.5825,0.5861,0.3669,0,56,1,Synthetic Region Group B,1
synthetic-01707,0.4473,0.0635,0.452,12,0.4458,45,0.117,0.4902,0.3765,0.558,0.1065,0.4615,0.4919,6,0.5023,0.5659,0.3451,2,47,1,Synthetic Region Group C,1
synthetic-01708,,,,,0.6383,56,0.0898,,,,,0.6234,,,0.6229,0.5809,0.4024,1,51,0.5,Synthetic Region Group D,0
synthetic-01709,0.8074,0.0362,0.1995,12,0.7957,60,0.0387,0.8352,,,0.0651,0.8058,0.7621,0,0.7969,0.8384,0.3481,0,65,0.9,Synthetic Region Group A,1
synthetic-01710,0.675,0.0578,0.2611,12,0.6421,51,0.0354,0.6522,,,0.0867,0.6619,,,0.6546,0.7286,0.2991,0,55,0.8,Synthetic Region Group B,1
synthetic-01711,0.4927,0.0722,0.3313,12,0.4214,44,0.0834,0.5723,0.3239,0.4948,0.075,0.4664,0.4552,4,0.5416,0.5565,0.3619,4,45,1,Synthetic Region Group C,0
synthetic-01712,0.5426,0.0906,0.3234,7,0.5831,57,0.0621,0.5016,0.3426,0.6317,0.048,0.5659,0.5838,4,0.573,0.5822,0.4364,2,49,1,Synthetic Region Group D,1
synthetic-01713,0.7639,0.0899,0.1932,12,0.8475,63,0.1023,0.7972,0.2543,0.8751,0.024,0.8353,0.7585,1,0.7909,0.7779,0.2124,0,62,1,Synthetic Region Group A,1
synthetic-01714,0.7009,0.0914,0.2885,12,0.7315,60,0.0803,0.5909,,,0.0528,0.6407,0.6151,3,0.7017,0.6149,0.3439,0,57,0.9,Synthetic Region Group B,1
synthetic-01715,0.4297,0.1377,0.3457,12,0.5804,43,0.1182,0.5579,0.451,0.498,0.0922,0.4927,0.4298,4,0.5128,0.486,0.4316,3,50,1,Synthetic Region Group C,0
synthetic-01716,0.6167,0.1456,0.2705,7,0.6053,49,0.0606,,0.2824,0.512,,,,,,,,,55,0.55,Synthetic Region Group D,0
synthetic-01717,0.7913,0.0125,0.1891,12,0.7662,63,0.0857,0.7484,0.226,0.8652,0.0404,0.7818,0.8395,0,0.8379,0.8859,0.2481,0,69,1,Synthetic Region Group A,1
synthetic-01718,0.7228,0.1264,0.3804,12,0.6548,60,0.1011,0.5935,0.3109,0.7224,0.0367,0.7264,0.6741,4,0.607,0.6078,0.3408,2,58,1,Synthetic Region Group B,1
synthetic-01719,0.4242,0.1605,0.3389,12,0.5051,44,0.1008,,0.425,0.5112,,0.4955,0.5119,5,0.5289,0.5115,0.445,4,46,0.9,Synthetic Region Group C,0
synthetic-01720,0.5388,0.1233,0.3998,7,0.6237,52,0.0595,0.6588,0.4237,0.5927,0.1026,,,,,,,,48,0.65,Synthetic Region Group D,0
synthetic-01721,0.8818,0.0376,0.3458,12,0.7402,61,0.0513,0.8777,0.2056,0.8085,0.0673,0.7675,,,0.8117,0.8794,0.3225,0,71,0.9,Synthetic Region Group A,1
synthetic-01722,0.608,0.091,0.26,12,0.6716,57,0.0689,0.7168,0.371,0.6642,0.0442,0.6582,0.655,0,0.7203,0.646,0.3067,2,53,1,Synthetic Region Group B,1
synthetic-01723,0.4692,0.0562,0.3941,12,0.4355,51,0.1013,,0.346,0.4364,,0.5303,0.5563,6,0.5528,0.4358,0.4568,4,48,0.9,Synthetic Region Group C,0
synthetic-01724,0.6115,0.0793,0.3132,7,0.6487,53,0.1041,,0.3306,0.5719,,0.5037,,,0.5721,0.5459,0.323,1,47,0.8,Synthetic Region Group D,1
synthetic-01725,0.742,0.0581,0.3139,12,0.8555,63,0.0691,0.8285,0.2996,0.7744,0.0386,0.8087,0.82,0,0.8062,0.7849,0.2558,0,69,1,Synthetic Region Group A,1
synthetic-01726,0.5802,0.1334,0.3043,12,0.6595,52,0.0318,0.7171,0.2615,0.6933,0.1125,0.6532,0.7259,3,0.6251,0.6558,0.376,2,58,1,Synthetic Region Group B,1
synthetic-01727,0.5559,0.0575,0.4154,12,0.4465,44,0.1183,0.4999,0.4404,0.5069,0.0704,0.4993,0.5566,6,0.4473,0.4453,0.4045,2,42,1,Synthetic Region Group C,1
synthetic-01728,0.5304,0.058,0.3283,7,0.5466,47,0.113,,,,,0.6565,0.5456,6,0.6216,0.6091,0.3925,4,53,0.8,Synthetic Region Group D,0
synthetic-01729,0.8881,0.0963,0.2084,12,0.8647,66,0.035,0.7868,0.3186,0.8828,0.0025,0.786,0.7781,0,0.8032,0.7514,0.3354,0,64,1,Synthetic Region Group A,1
synthetic-01730,0.6939,0.0883,0.2636,12,0.6463,52,0.0353,0.7279,0.258,0.5821,0.0137,0.6898,0.6273,3,0.7046,0.7279,0.314,0,56,1,Synthetic Region Group B,1
synthetic-01731,0.5297,0.1264,0.3212,12,0.447,53,0.0774,,0.3425,0.5809,,0.4827,0.4943,7,0.5249,0.4838,0.3471,5,51,0.9,Synthetic Region Group C,0
synthetic-01732,0.658,0.116,0.2853,7,0.5555,50,0.1012,,0.356,0.5701,,0.5751,,,0.5892,0.6524,0.3027,2,48,0.8,Synthetic Region Group D,0
synthetic-01733,0.7601,0.0312,0.254,12,0.8561,64,0.0905,0.8131,0.3391,0.8957,0.095,0.847,0.8318,0,0.7464,0.8812,0.2643,0,65,1,Synthetic Region Group A,1
synthetic-01734,0.6762,0.0552,0.3941,12,0.6638,58,0.114,0.6859,0.3595,0.659,0.0486,0.6134,0.6269,1,0.5995,0.668,0.3414,0,60,1,Synthetic Region Group B,1
synthetic-01735,0.4218,0.0965,0.3645,12,0.4743,46,0.117,,0.3034,0.5098,,0.5264,0.4577,5,0.4897,0.5257,0.3311,2,51,0.9,Synthetic Region Group C,0
synthetic-01736,,,,,0.522,54,0.128,0.5473,0.2982,0.5082,0.0907,0.562,0.5597,6,0.5763,0.6172,0.3266,3,49,0.8,Synthetic Region Group D,0
synthetic-01737,0.8032,0.038,0.3425,12,0.759,69,0.0311,0.8531,0.2023,0.782,0.1028,0.7455,0.8714,0,0.8599,0.7861,0.2193,0,66,1,Synthetic Region Group A,1
synthetic-01738,0.6804,0.0606,0.317,12,0.7224,54,0.0589,0.6056,0.3149,0.6165,0.1,0.6187,0.6827,4,0.5845,0.7242,0.3863,3,59,1,Synthetic Region Group B,1
synthetic-01739,0.551,0.1328,0.3576,12,0.431,47,0.1258,0.5178,0.4176,0.5272,0.0888,0.5311,0.4262,4,0.5757,0.4883,0.4636,2,43,1,Synthetic Region Group C,1
synthetic-01740,0.6013,0.1479,0.3813,7,0.6445,54,0.0533,0.5854,0.3647,0.5808,0.1259,0.5309,0.6367,6,0.5997,0.5259,0.3567,1,52,1,Synthetic Region Group D,1
synthetic-01741,0.7814,0.0096,0.32,12,0.7567,64,0.0331,0.7541,0.2929,0.7966,0.1006,0.8952,0.7818,0,0.8413,0.7978,0.268,0,69,1,Synthetic Region Group A,1
synthetic-01742,0.6897,0.1175,0.3872,12,0.6617,56,0.0761,0.6754,0.2641,0.709,0.051,0.6449,0.6143,2,0.7304,0.7202,0.2985,0,54,1,Synthetic Region Group B,1
synthetic-01743,0.5692,0.1203,0.4267,12,0.4775,53,0.0729,0.5212,0.3566,0.5635,0.0747,0.4872,0.4341,7,0.4551,0.4681,0.4406,3,48,1,Synthetic Region Group C,0
synthetic-01744,,,,,0.5293,47,0.0531,,0.4083,0.5819,,0.528,0.585,1,0.5823,0.5696,0.2882,4,56,0.7,Synthetic Region Group D,1
synthetic-01745,0.8661,0.042,0.2706,12,0.837,58,0.0832,,0.2255,0.8748,,0.7627,0.8416,1,0.8367,0.802,0.3277,0,63,0.9,Synthetic Region Group A,1
synthetic-01746,0.5991,0.1061,0.357,12,0.6791,51,0.0756,0.6676,0.2508,0.591,0.0695,0.5985,0.6765,1,0.6741,0.6884,0.292,0,60,1,Synthetic Region Group B,1
synthetic-01747,0.5311,0.0946,0.4442,12,0.5726,43,0.0562,0.4441,0.3791,0.4552,0.0412,0.4386,0.422,5,0.534,0.4204,0.4605,2,50,1,Synthetic Region Group C,0
synthetic-01748,0.5915,0.1147,0.2916,7,0.5704,50,0.0963,0.5761,0.3606,0.5535,0.0295,0.5214,,,0.5785,0.5665,0.3352,2,51,0.9,Synthetic Region Group D,1
synthetic-01749,0.8298,0.057,0.1865,12,0.7511,65,0.0703,0.7477,0.3354,0.7993,0.0973,0.7571,,,0.7458,0.8588,0.2072,0,68,0.9,Synthetic Region Group A,1
synthetic-01750,0.7181,0.139,0.2773,12,0.6256,55,0.0858,0.6608,0.3404,0.6319,0.1156,0.5921,0.6308,4,0.6075,0.6886,0.3714,2,58,1,Synthetic Region Group B,1
synthetic-01751,0.5567,0.1471,0.434,12,0.5409,47,0.129,0.4781,0.3616,0.4912,0.0666,0.5687,0.5281,4,0.5486,0.4967,0.3268,3,48,1,Synthetic Region Group C,1
synthetic-01752,0.6342,0.0546,0.2741,7,0.5716,52,0.0589,,0.3709,0.576,,0.5385,0.5162,2,0.5257,0.5706,0.354,3,55,0.9,Synthetic Region Group D,1
synthetic-01753,0.8228,0.0421,0.2959,12,0.81,67,0.0548,0.8509,0.2355,0.8051,0,0.7988,0.78,0,0.7461,0.7512,0.202,0,64,1,Synthetic Region Group A,1
synthetic-01754,0.6793,0.0931,0.3391,12,0.6703,54,0.0315,0.7091,0.3882,0.619,0.0871,0.6355,0.734,4,0.6349,0.7132,0.3922,1,60,1,Synthetic Region Group B,1
synthetic-01755,0.5119,0.0897,0.2977,12,0.5001,45,0.1232,0.4381,0.4269,0.54,0.1087,0.4374,0.4773,3,0.5378,0.4337,0.3302,2,47,1,Synthetic Region Group C,1
synthetic-01756,0.6184,0.1144,0.378,7,0.5648,49,0.1051,,0.2886,0.6455,,0.5329,,,0.6229,0.5083,0.3997,4,55,0.8,Synthetic Region Group D,1
synthetic-01757,0.7737,0.1072,0.209,12,0.833,67,0.0232,0.8922,0.2512,0.8213,0.0861,,0.7391,0,,,,,62,0.75,Synthetic Region Group A,1
synthetic-01758,0.6392,0.1389,0.3673,12,0.6635,59,0.1032,0.6069,0.3802,0.6813,0.0946,0.584,0.7027,3,0.7109,0.735,0.4017,0,56,1,Synthetic Region Group B,1
synthetic-01759,0.5149,0.0866,0.3424,12,0.4322,52,0.0974,0.4647,0.3248,0.4724,0.1032,0.506,0.5453,7,0.4568,0.4242,0.343,5,51,1,Synthetic Region Group C,0
synthetic-01760,,,,,0.6551,54,0.0829,,0.2933,0.6231,,0.6345,,,0.5715,0.536,0.4323,2,48,0.6,Synthetic Region Group D,0
synthetic-01761,0.8652,0.0096,0.3213,12,0.7545,67,0.0934,0.8379,0.3087,0.8208,0.085,0.7464,0.7493,0,0.8695,0.8197,0.3187,0,66,1,Synthetic Region Group A,1
synthetic-01762,0.6872,0.0873,0.3863,12,0.7286,59,0.0354,0.6761,0.3598,0.6434,0.0449,0.7344,0.7183,0,0.6566,0.5797,0.3042,3,59,1,Synthetic Region Group B,1
synthetic-01763,0.452,0.1572,0.4529,12,0.5494,48,0.082,0.4494,0.3168,0.4852,0.0822,0.5599,0.5772,3,0.5346,0.5203,0.4141,5,45,1,Synthetic Region Group C,1
synthetic-01764,0.5987,0.0588,0.3173,7,0.5302,50,0.0555,,0.2934,0.6497,,0.5988,,,0.5749,0.6271,0.3801,1,54,0.8,Synthetic Region Group D,0
synthetic-01765,0.8693,0.0961,0.2881,12,0.7534,58,0.0502,0.8628,0.2586,0.8621,0.043,0.7919,0.8752,0,0.7904,0.7504,0.2283,0,71,1,Synthetic Region Group A,1
synthetic-01766,0.6759,0.11,0.3149,12,0.654,59,0.0367,0.5953,0.3004,0.5951,0.0971,0.5914,,,0.6031,0.7034,0.3218,1,52,0.9,Synthetic Region Group B,1
synthetic-01767,0.4648,0.1482,0.4495,12,0.5798,53,0.0941,0.5079,0.4209,0.4202,0.1336,0.5387,0.4967,4,0.5225,0.5331,0.3758,5,51,1,Synthetic Region Group C,0
synthetic-01768,0.6103,0.1055,0.3545,7,0.6569,56,0.0625,,0.4339,0.5543,,0.5658,0.6066,4,0.6546,0.5707,0.3121,2,53,0.9,Synthetic Region Group D,1
synthetic-01769,0.8655,0.0131,0.3016,12,0.7776,59,0.0791,,0.3473,0.7911,,0.7827,0.8336,0,0.8583,0.887,0.3487,0,62,0.9,Synthetic Region Group A,1
synthetic-01770,0.6666,0.1105,0.3563,12,0.6404,54,0.0513,,0.3066,0.5867,,0.5802,0.6032,4,0.6729,0.58,0.3345,1,58,0.9,Synthetic Region Group B,1
synthetic-01771,0.473,0.1383,0.4466,12,0.5135,53,0.0902,0.4534,0.3609,0.4542,0.0525,0.5057,0.5235,7,0.4452,0.5591,0.4092,2,42,1,Synthetic Region Group C,0
synthetic-01772,0.6577,0.07,0.3992,7,0.6561,52,0.0746,,,,,0.5994,,,0.6341,0.555,0.431,1,56,0.7,Synthetic Region Group D,0
